,Month,Attrition Count,YTD Expenses,Demand Count,Avl.Bench(Skill),Allocated Bench,Prop. New Hire,Prop. EOY Expense,Unmet Demand,Adj. New Hire,Adj. EOY Expenses,YTD Opportunity Cost,Total Bench HeadCount,Total Billable HeadCount,Total HeadCount
1825,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11040,11108
1826,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11041,11109
1827,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11042,11110
1828,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11043,11111
1829,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11044,11112
1830,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11045,11113
1831,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11046,11114
1832,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11047,11115
1833,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11048,11116
1834,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11049,11117
1835,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11050,11118
1836,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11051,11119
1837,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11052,11120
1838,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11053,11121
1839,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11054,11122
1840,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11055,11123
1841,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11056,11124
1842,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11057,11125
1843,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11058,11126
1844,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11059,11127
1845,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11060,11128
1846,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11061,11129
1847,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11062,11130
1848,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11063,11131
1849,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11064,11132
1850,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11065,11133
1851,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11066,11134
1852,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11067,11135
1853,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11068,11136
1854,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11069,11137
1855,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11070,11138
1856,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11071,11139
1857,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11072,11140
1858,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11073,11141
1859,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11074,11142
1860,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11075,11143
1861,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11076,11144
1862,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11077,11145
1863,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11078,11146
1864,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11079,11147
1865,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11080,11148
1866,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11081,11149
1867,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11082,11150
1868,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11083,11151
1869,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11084,11152
1870,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11085,11153
1871,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11086,11154
1872,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11087,11155
1873,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11088,11156
1874,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11090,11158
1875,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11092,11160
1876,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11093,11161
1877,July,1276,2170080,3,0,0,3,2402980,0,3,2402980,0,68,11096,11164
1878,July,1276,2170080,3,0,0,3,2402980,0,3,2402980,0,68,11099,11167
1879,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11101,11169
1880,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11102,11170
1881,July,1276,2170080,4,0,0,4,2402980,0,4,2402980,0,68,11106,11174
1882,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11107,11175
1883,July,1276,2170080,3,0,0,3,2402980,0,3,2402980,0,68,11110,11178
1884,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11112,11180
1885,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11114,11182
1886,July,1276,2170080,4,0,0,4,2402980,0,4,2402980,0,68,11118,11186
1887,July,1276,2170080,4,0,0,4,2402980,0,4,2402980,0,68,11122,11190
1888,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11124,11192
1889,July,1276,2170080,3,0,0,3,2402980,0,3,2402980,0,68,11127,11195
1890,July,1276,2170080,4,0,0,4,2402980,0,4,2402980,0,68,11131,11199
1891,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11133,11201
1892,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11135,11203
1893,July,1276,2170080,3,0,0,3,2402980,0,3,2402980,0,68,11138,11206
1894,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11139,11207
1895,July,1276,2170080,3,0,0,3,2402980,0,3,2402980,0,68,11142,11210
1896,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11144,11212
1897,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11145,11213
1898,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11146,11214
1899,July,1276,2170080,3,0,0,3,2402980,0,3,2402980,0,68,11149,11217
1900,July,1276,2170080,4,0,0,4,2402980,0,4,2402980,0,68,11153,11221
1901,July,1276,2170080,3,0,0,3,2402980,0,3,2402980,0,68,11156,11224
1902,July,1276,2170080,3,0,0,3,2402980,0,3,2402980,0,68,11159,11227
1903,July,1276,2170080,4,0,0,4,2402980,0,4,2402980,0,68,11163,11231
1904,July,1276,2170080,3,0,0,3,2402980,0,3,2402980,0,68,11166,11234
1905,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11168,11236
1906,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11170,11238
1907,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11172,11240
1908,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11173,11241
1909,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11175,11243
1910,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11177,11245
1911,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11179,11247
1912,July,1276,2170080,3,0,0,3,2402980,0,3,2402980,0,68,11182,11250
1913,July,1276,2170080,4,0,0,4,2402980,0,4,2402980,0,68,11186,11254
1914,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11188,11256
1915,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11190,11258
1916,July,1276,2170080,4,0,0,4,2402980,0,4,2402980,0,68,11194,11262
1917,July,1276,2170080,3,0,0,3,2402980,0,3,2402980,0,68,11197,11265
1918,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11199,11267
1919,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11201,11269
1920,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11203,11271
1921,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11205,11273
1922,July,1276,2170080,4,0,0,4,2402980,0,4,2402980,0,68,11209,11277
1923,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11210,11278
1924,July,1276,2170080,4,0,0,4,2402980,0,4,2402980,0,68,11214,11282
1925,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11215,11283
1926,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11217,11285
1927,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11218,11286
1928,July,1276,2170080,3,0,0,3,2402980,0,3,2402980,0,68,11221,11289
1929,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11223,11291
1930,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11224,11292
1931,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11225,11293
1932,July,1276,2170080,4,0,0,4,2402980,0,4,2402980,0,68,11229,11297
1933,July,1276,2170080,3,0,0,3,2402980,0,3,2402980,0,68,11232,11300
1934,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11234,11302
1935,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11236,11304
1936,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11238,11306
1937,July,1276,2170080,4,0,0,4,2402980,0,4,2402980,0,68,11242,11310
1938,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11243,11311
1939,July,1276,2170080,4,0,0,4,2402980,0,4,2402980,0,68,11247,11315
1940,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11248,11316
1941,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11250,11318
1942,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11251,11319
1943,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11252,11320
1944,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11254,11322
1945,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11256,11324
1946,July,1276,2170080,3,0,0,3,2402980,0,3,2402980,0,68,11259,11327
1947,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11260,11328
1948,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11262,11330
1949,July,1276,2170080,4,0,0,4,2402980,0,4,2402980,0,68,11266,11334
1950,July,1276,2170080,4,0,0,4,2402980,0,4,2402980,0,68,11270,11338
1951,July,1276,2170080,4,0,0,4,2402980,0,4,2402980,0,68,11274,11342
1952,July,1276,2170080,3,0,0,3,2402980,0,3,2402980,0,68,11277,11345
1953,July,1276,2170080,3,0,0,3,2402980,0,3,2402980,0,68,11280,11348
1954,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11281,11349
1955,July,1276,2170080,3,0,0,3,2402980,0,3,2402980,0,68,11284,11352
1956,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11286,11354
1957,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11288,11356
1958,July,1276,2170080,3,0,0,3,2402980,0,3,2402980,0,68,11291,11359
1959,July,1276,2170080,4,0,0,4,2402980,0,4,2402980,0,68,11295,11363
1960,July,1276,2170080,4,0,0,4,2402980,0,4,2402980,0,68,11299,11367
1961,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11301,11369
1962,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11302,11370
1963,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11304,11372
1964,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11305,11373
1965,July,1276,2170080,3,0,0,3,2402980,0,3,2402980,0,68,11308,11376
1966,July,1276,2170080,3,0,0,3,2402980,0,3,2402980,0,68,11311,11379
1967,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11312,11380
1968,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11314,11382
1969,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11316,11384
1970,July,1276,2170080,4,0,0,4,2402980,0,4,2402980,0,68,11320,11388
1971,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11322,11390
1972,July,1276,2170080,3,0,0,3,2402980,0,3,2402980,0,68,11325,11393
1973,July,1276,2170080,3,0,0,3,2402980,0,3,2402980,0,68,11328,11396
1974,July,1276,2170080,4,0,0,4,2402980,0,4,2402980,0,68,11332,11400
1975,July,1276,2170080,3,0,0,3,2402980,0,3,2402980,0,68,11335,11403
1976,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11337,11405
1977,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11338,11406
1978,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11339,11407
1979,July,1276,2170080,3,0,0,3,2402980,0,3,2402980,0,68,11342,11410
1980,July,1276,2170080,4,0,0,4,2402980,0,4,2402980,0,68,11346,11414
1981,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11347,11415
1982,July,1276,2170080,4,0,0,4,2402980,0,4,2402980,0,68,11351,11419
1983,July,1276,2170080,4,0,0,4,2402980,0,4,2402980,0,68,11355,11423
1984,July,1276,2170080,3,0,0,3,2402980,0,3,2402980,0,68,11358,11426
1985,July,1276,2170080,4,0,0,4,2402980,0,4,2402980,0,68,11362,11430
1986,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11363,11431
1987,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11364,11432
1988,July,1276,2170080,4,0,0,4,2402980,0,4,2402980,0,68,11368,11436
1989,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11369,11437
1990,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11370,11438
1991,July,1276,2170080,3,0,0,3,2402980,0,3,2402980,0,68,11373,11441
1992,July,1276,2170080,4,0,0,4,2402980,0,4,2402980,0,68,11377,11445
1993,July,1276,2170080,4,0,0,4,2402980,0,4,2402980,0,68,11381,11449
1994,July,1276,2170080,3,0,0,3,2402980,0,3,2402980,0,68,11384,11452
1995,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11386,11454
1996,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11388,11456
1997,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11390,11458
1998,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11392,11460
1999,July,1276,2170080,4,0,0,4,2402980,0,4,2402980,0,68,11396,11464
2000,July,1276,2170080,1,0,0,1,2402980,0,1,2402980,0,68,11397,11465
2001,July,1276,2170080,2,0,0,2,2402980,0,2,2402980,0,68,11399,11467
2002,July,1276,2170080,2,1,1,1,2399555,0,1,2399555,0,67,11401,11468
2003,July,1276,2170080,4,0,0,4,2399555,0,4,2399555,0,67,11405,11472
2004,July,1276,2170080,3,0,0,3,2399555,0,3,2399555,0,67,11408,11475
2005,July,1276,2170080,2,0,0,2,2399555,0,2,2399555,0,67,11410,11477
2006,July,1276,2170080,4,0,0,4,2399555,0,4,2399555,0,67,11414,11481
2007,July,1276,2170080,4,0,0,4,2399555,0,4,2399555,0,67,11418,11485
2008,July,1276,2170080,2,0,0,2,2399555,0,2,2399555,0,67,11420,11487
2009,July,1276,2170080,3,0,0,3,2399555,0,3,2399555,0,67,11423,11490
2010,July,1276,2170080,4,0,0,4,2399555,0,4,2399555,0,67,11427,11494
2011,July,1276,2170080,3,0,0,3,2399555,0,3,2399555,0,67,11430,11497
2012,July,1276,2170080,3,0,0,3,2399555,0,3,2399555,0,67,11433,11500
2013,July,1276,2170080,4,0,0,4,2399555,0,4,2399555,0,67,11437,11504
2014,July,1276,2170080,1,0,0,1,2399555,0,1,2399555,0,67,11438,11505
2015,July,1276,2170080,3,0,0,3,2399555,0,3,2399555,0,67,11441,11508
2016,July,1276,2170080,4,0,0,4,2399555,0,4,2399555,0,67,11445,11512
2017,July,1276,2170080,1,0,0,1,2399555,0,1,2399555,0,67,11446,11513
2018,July,1276,2170080,2,0,0,2,2399555,0,2,2399555,0,67,11448,11515
2019,July,1276,2170080,1,0,0,1,2399555,0,1,2399555,0,67,11449,11516
2020,July,1276,2170080,4,0,0,4,2399555,0,4,2399555,0,67,11453,11520
2021,July,1276,2170080,2,0,0,2,2399555,0,2,2399555,0,67,11455,11522
2022,July,1276,2170080,3,0,0,3,2399555,0,3,2399555,0,67,11458,11525
2023,July,1276,2170080,3,0,0,3,2399555,0,3,2399555,0,67,11461,11528
2024,July,1276,2170080,4,0,0,4,2399555,0,4,2399555,0,67,11465,11532
2025,July,1276,2170080,2,0,0,2,2399555,0,2,2399555,0,67,11467,11534
2026,July,1276,2170080,2,0,0,2,2399555,0,2,2399555,0,67,11469,11536
2027,July,1276,2170080,4,0,0,4,2399555,0,4,2399555,0,67,11473,11540
2028,July,1276,2170080,4,0,0,4,2399555,0,4,2399555,0,67,11477,11544
2029,July,1276,2170080,1,0,0,1,2399555,0,1,2399555,0,67,11478,11545
2030,July,1276,2170080,2,0,0,2,2399555,0,2,2399555,0,67,11480,11547
2031,July,1276,2170080,3,0,0,3,2399555,0,3,2399555,0,67,11483,11550
2032,July,1276,2170080,1,0,0,1,2399555,0,1,2399555,0,67,11484,11551
2033,July,1276,2170080,1,0,0,1,2399555,0,1,2399555,0,67,11485,11552
2034,July,1276,2170080,4,0,0,4,2399555,0,4,2399555,0,67,11489,11556
2035,July,1276,2170080,3,0,0,3,2399555,0,3,2399555,0,67,11492,11559
2036,August,1458,2441340,1,0,0,1,2622180,0,1,2622180,0,66,11312,11378
2037,August,1458,2441340,1,0,0,1,2622180,0,1,2622180,0,66,11313,11379
2038,August,1458,2441340,1,0,0,1,2622180,0,1,2622180,0,66,11314,11380
2039,August,1458,2441340,1,0,0,1,2622180,0,1,2622180,0,66,11315,11381
2040,August,1458,2441340,1,0,0,1,2622180,0,1,2622180,0,66,11316,11382
2041,August,1458,2441340,1,0,0,1,2622180,0,1,2622180,0,66,11317,11383
2042,August,1458,2441340,1,0,0,1,2622180,0,1,2622180,0,66,11318,11384
2043,August,1458,2441340,1,0,0,1,2622180,0,1,2622180,0,66,11319,11385
2044,August,1458,2441340,1,0,0,1,2622180,0,1,2622180,0,66,11320,11386
2045,August,1458,2441340,1,0,0,1,2622180,0,1,2622180,0,66,11321,11387
2046,August,1458,2441340,1,0,0,1,2622180,0,1,2622180,0,66,11322,11388
2047,August,1458,2441340,1,0,0,1,2622180,0,1,2622180,0,66,11323,11389
2048,August,1458,2441340,1,0,0,1,2622180,0,1,2622180,0,66,11324,11390
2049,August,1458,2441340,1,0,0,1,2622180,0,1,2622180,0,66,11325,11391
2050,August,1458,2441340,1,0,0,1,2622180,0,1,2622180,0,66,11326,11392
2051,August,1458,2441340,1,0,0,1,2622180,0,1,2622180,0,66,11327,11393
2052,August,1458,2441340,1,0,0,1,2622180,0,1,2622180,0,66,11328,11394
2053,August,1458,2441340,1,0,0,1,2622180,0,1,2622180,0,66,11329,11395
2054,August,1458,2441340,1,0,0,1,2622180,0,1,2622180,0,66,11330,11396
2055,August,1458,2441340,1,0,0,1,2622180,0,1,2622180,0,66,11331,11397
2056,August,1458,2441340,1,0,0,1,2622180,0,1,2622180,0,66,11332,11398
2057,August,1458,2441340,1,0,0,1,2622180,0,1,2622180,0,66,11333,11399
2058,August,1458,2441340,1,0,0,1,2622180,0,1,2622180,0,66,11334,11400
2059,August,1458,2441340,1,0,0,1,2622180,0,1,2622180,0,66,11335,11401
2060,August,1458,2441340,1,0,0,1,2622180,0,1,2622180,0,66,11336,11402
2061,August,1458,2441340,1,0,0,1,2622180,0,1,2622180,0,66,11337,11403
2062,August,1458,2441340,1,0,0,1,2622180,0,1,2622180,0,66,11338,11404
2063,August,1458,2441340,1,0,0,1,2622180,0,1,2622180,0,66,11339,11405
2064,August,1458,2441340,1,0,0,1,2622180,0,1,2622180,0,66,11340,11406
2065,August,1458,2441340,1,2,1,0,2619440,0,0,2619440,0,65,11341,11406
2066,August,1458,2441340,1,0,0,1,2619440,0,1,2619440,0,65,11342,11407
2067,August,1458,2441340,1,0,0,1,2619440,0,1,2619440,0,65,11343,11408
2068,August,1458,2441340,1,0,0,1,2619440,0,1,2619440,0,65,11344,11409
2069,August,1458,2441340,1,0,0,1,2619440,0,1,2619440,0,65,11345,11410
2070,August,1458,2441340,1,0,0,1,2619440,0,1,2619440,0,65,11346,11411
2071,August,1458,2441340,1,0,0,1,2619440,0,1,2619440,0,65,11347,11412
2072,August,1458,2441340,1,0,0,1,2619440,0,1,2619440,0,65,11348,11413
2073,August,1458,2441340,1,0,0,1,2619440,0,1,2619440,0,65,11349,11414
2074,August,1458,2441340,1,0,0,1,2619440,0,1,2619440,0,65,11350,11415
2075,August,1458,2441340,1,0,0,1,2619440,0,1,2619440,0,65,11351,11416
2076,August,1458,2441340,1,0,0,1,2619440,0,1,2619440,0,65,11352,11417
2077,August,1458,2441340,1,0,0,1,2619440,0,1,2619440,0,65,11353,11418
2078,August,1458,2441340,1,1,1,0,2616700,0,0,2616700,0,64,11354,11418
2079,August,1458,2441340,1,0,0,1,2616700,0,1,2616700,0,64,11355,11419
2080,August,1458,2441340,1,0,0,1,2616700,0,1,2616700,0,64,11356,11420
2081,August,1458,2441340,1,0,0,1,2616700,0,1,2616700,0,64,11357,11421
2082,August,1458,2441340,1,0,0,1,2616700,0,1,2616700,0,64,11358,11422
2083,August,1458,2441340,1,0,0,1,2616700,0,1,2616700,0,64,11359,11423
2084,August,1458,2441340,1,0,0,1,2616700,0,1,2616700,0,64,11360,11424
2085,August,1458,2441340,1,0,0,1,2616700,0,1,2616700,0,64,11361,11425
2086,August,1458,2441340,1,0,0,1,2616700,0,1,2616700,0,64,11362,11426
2087,August,1458,2441340,1,0,0,1,2616700,0,1,2616700,0,64,11363,11427
2088,August,1458,2441340,1,0,0,1,2616700,0,1,2616700,0,64,11364,11428
2089,August,1458,2441340,1,0,0,1,2616700,0,1,2616700,0,64,11365,11429
2090,August,1458,2441340,1,0,0,1,2616700,0,1,2616700,0,64,11366,11430
2091,August,1458,2441340,1,0,0,1,2616700,0,1,2616700,0,64,11367,11431
2092,August,1458,2441340,1,0,0,1,2616700,0,1,2616700,0,64,11368,11432
2093,August,1458,2441340,1,0,0,1,2616700,0,1,2616700,0,64,11369,11433
2094,August,1458,2441340,1,0,0,1,2616700,0,1,2616700,0,64,11370,11434
2095,August,1458,2441340,1,0,0,1,2616700,0,1,2616700,0,64,11371,11435
2096,August,1458,2441340,1,0,0,1,2616700,0,1,2616700,0,64,11372,11436
2097,August,1458,2441340,1,0,0,1,2616700,0,1,2616700,0,64,11373,11437
2098,August,1458,2441340,1,0,0,1,2616700,0,1,2616700,0,64,11374,11438
2099,August,1458,2441340,1,0,0,1,2616700,0,1,2616700,0,64,11375,11439
2100,August,1458,2441340,1,0,0,1,2616700,0,1,2616700,0,64,11376,11440
2101,August,1458,2441340,1,0,0,1,2616700,0,1,2616700,0,64,11377,11441
2102,August,1458,2441340,1,0,0,1,2616700,0,1,2616700,0,64,11378,11442
2103,August,1458,2441340,1,0,0,1,2616700,0,1,2616700,0,64,11379,11443
2104,August,1458,2441340,1,0,0,1,2616700,0,1,2616700,0,64,11380,11444
2105,August,1458,2441340,1,0,0,1,2616700,0,1,2616700,0,64,11381,11445
2106,August,1458,2441340,1,0,0,1,2616700,0,1,2616700,0,64,11382,11446
2107,August,1458,2441340,1,0,0,1,2616700,0,1,2616700,0,64,11383,11447
2108,August,1458,2441340,1,0,0,1,2616700,0,1,2616700,0,64,11384,11448
2109,August,1458,2441340,1,1,1,0,2613960,0,0,2613960,0,63,11385,11448
2110,August,1458,2441340,1,0,0,1,2613960,0,1,2613960,0,63,11386,11449
2111,August,1458,2441340,1,0,0,1,2613960,0,1,2613960,0,63,11387,11450
2112,August,1458,2441340,1,0,0,1,2613960,0,1,2613960,0,63,11388,11451
2113,August,1458,2441340,1,0,0,1,2613960,0,1,2613960,0,63,11389,11452
2114,August,1458,2441340,1,0,0,1,2613960,0,1,2613960,0,63,11390,11453
2115,August,1458,2441340,1,0,0,1,2613960,0,1,2613960,0,63,11391,11454
2116,August,1458,2441340,1,0,0,1,2613960,0,1,2613960,0,63,11392,11455
2117,August,1458,2441340,1,0,0,1,2613960,0,1,2613960,0,63,11393,11456
2118,August,1458,2441340,1,0,0,1,2613960,0,1,2613960,0,63,11394,11457
2119,August,1458,2441340,1,0,0,1,2613960,0,1,2613960,0,63,11395,11458
2120,August,1458,2441340,1,0,0,1,2613960,0,1,2613960,0,63,11396,11459
2121,August,1458,2441340,1,0,0,1,2613960,0,1,2613960,0,63,11397,11460
2122,August,1458,2441340,1,0,0,1,2613960,0,1,2613960,0,63,11398,11461
2123,August,1458,2441340,1,0,0,1,2613960,0,1,2613960,0,63,11399,11462
2124,August,1458,2441340,1,0,0,1,2613960,0,1,2613960,0,63,11400,11463
2125,August,1458,2441340,1,0,0,1,2613960,0,1,2613960,0,63,11401,11464
2126,August,1458,2441340,1,0,0,1,2613960,0,1,2613960,0,63,11402,11465
2127,August,1458,2441340,1,0,0,1,2613960,0,1,2613960,0,63,11403,11466
2128,August,1458,2441340,1,0,0,1,2613960,0,1,2613960,0,63,11404,11467
2129,August,1458,2441340,1,0,0,1,2613960,0,1,2613960,0,63,11405,11468
2130,August,1458,2441340,1,0,0,1,2613960,0,1,2613960,0,63,11406,11469
2131,August,1458,2441340,1,0,0,1,2613960,0,1,2613960,0,63,11407,11470
2132,August,1458,2441340,1,0,0,1,2613960,0,1,2613960,0,63,11408,11471
2133,August,1458,2441340,1,0,0,1,2613960,0,1,2613960,0,63,11409,11472
2134,August,1458,2441340,1,0,0,1,2613960,0,1,2613960,0,63,11410,11473
2135,August,1458,2441340,1,0,0,1,2613960,0,1,2613960,0,63,11411,11474
2136,August,1458,2441340,1,0,0,1,2613960,0,1,2613960,0,63,11412,11475
2137,August,1458,2441340,1,0,0,1,2613960,0,1,2613960,0,63,11413,11476
2138,August,1458,2441340,1,0,0,1,2613960,0,1,2613960,0,63,11414,11477
2139,August,1458,2441340,1,0,0,1,2613960,0,1,2613960,0,63,11415,11478
2140,August,1458,2441340,1,0,0,1,2613960,0,1,2613960,0,63,11416,11479
2141,August,1458,2441340,1,0,0,1,2613960,0,1,2613960,0,63,11417,11480
2142,August,1458,2441340,1,0,0,1,2613960,0,1,2613960,0,63,11418,11481
2143,August,1458,2441340,1,1,1,0,2611220,0,0,2611220,0,62,11419,11481
2144,August,1458,2441340,1,0,0,1,2611220,0,1,2611220,0,62,11420,11482
2145,August,1458,2441340,1,0,0,1,2611220,0,1,2611220,0,62,11421,11483
2146,August,1458,2441340,1,0,0,1,2611220,0,1,2611220,0,62,11422,11484
2147,August,1458,2441340,1,0,0,1,2611220,0,1,2611220,0,62,11423,11485
2148,August,1458,2441340,1,0,0,1,2611220,0,1,2611220,0,62,11424,11486
2149,August,1458,2441340,1,0,0,1,2611220,0,1,2611220,0,62,11425,11487
2150,August,1458,2441340,1,0,0,1,2611220,0,1,2611220,0,62,11426,11488
2151,August,1458,2441340,1,0,0,1,2611220,0,1,2611220,0,62,11427,11489
2152,August,1458,2441340,1,0,0,1,2611220,0,1,2611220,0,62,11428,11490
2153,August,1458,2441340,1,0,0,1,2611220,0,1,2611220,0,62,11429,11491
2154,August,1458,2441340,1,0,0,1,2611220,0,1,2611220,0,62,11430,11492
